域名	解析IP	开放端口	WEB服务器	网站状态
iask.meizu.com	120.77.75.153	80	openresty	80:(404) 未找到
interface.meizu.com	119.147.168.149	-	端口未开放	端口未开放
launcher.meizu.com	121.14.201.230	80,443	nginx	80:(404) 未找到
lottery.meizu.com	203.107.32.146	80,443	Apache-Coyote/1.1	80:(404) 未找到
mapi.meizu.com	47.74.172.8	80,443	-	80:(403) 已禁止
logistics.meizu.com	112.74.136.26	-	端口未开放	端口未开放
mpay.meizu.com	183.61.122.101	80,443	nginx	80:(502) 错误的网关
maven.meizu.com	172.16.82.22	-	端口未开放	端口未开放
netadmin.meizu.com	121.14.201.225	80,443	nginx	80:正常访问
oatest.meizu.com	14.29.68.190	-	端口未开放	端口未开放
p10.meizu.com	183.56.146.190	-	端口未开放	端口未开放
paytest.meizu.com	112.74.115.60	-	端口未开放	端口未开放
qzone.meizu.com	14.152.75.8	80,443	nginx	80:(403) 已禁止
qiye.meizu.com	182.92.23.40	-	端口未开放	端口未开放
recharge.meizu.com	183.61.122.73	443	nginx	443:正常访问
seller.meizu.com	203.107.32.146	80,443	openresty/1.11.2.1	80:正常访问
static1.meizu.com	58.63.253.91	-	端口未开放	端口未开放
static2.meizu.com	58.249.117.27,58.63.253.91	-	端口未开放	端口未开放
static3.meizu.com	58.63.253.91,58.249.117.27	-	端口未开放	端口未开放
stun.meizu.com	121.14.58.44	-	端口未开放	端口未开放
testapp.meizu.com	203.107.32.146	80,443	Tengine	80:(502) 错误的网关
tongji.meizu.com	121.14.201.215	80,443	nginx	80:(403) 已禁止
test.weibo.meizu.com	58.63.253.56	-	端口未开放	端口未开放
upload.res.meizu.com	120.79.112.205	80,443	nginx	80:(403) 已禁止
testmail.meizu.com	112.91.151.217	-	端口未开放	端口未开放
testpay.meizu.com	14.21.33.153	-	端口未开放	端口未开放
webdisk.meizu.com	14.29.68.182	80,443	nginx	80:正常访问
zentao.meizu.com	121.14.39.51	-	端口未开放	端口未开放
ea.meizu.com	14.152.75.171	80,443	nginx	80:正常访问
afl.meizu.com	121.14.201.219	80,443	nginx	80:正常访问
adx.meizu.com	121.14.201.223	80,443	nginx	80:(403) 已禁止
cal.meizu.com	183.61.122.119	80,443	nginx	80:正常访问
csc.meizu.com	59.110.244.21	80,443	-	80:(405) 不允许的方法
kl.meizu.com	120.79.106.2	80	获取失败	80:-
dms.meizu.com	47.74.172.8	80,443	-	80:(403) 已禁止
dwz.meizu.com	14.152.75.165	80,443	nginx	80:(403) 已禁止
cpd.meizu.com	1.2.3.1	-	端口未开放	端口未开放
dcs.meizu.com	14.29.68.189	80,443	nginx	80:正常访问
dfs.meizu.com	14.152.75.7	80	nginx/1.2.9	80:正常访问
ebk.meizu.com	183.61.122.102	80,443	nginx	80:正常访问
dzt.meizu.com	221.228.87.57	80,443	openresty	80:(404) 未找到
cvn.meizu.com	121.14.201.249	80	nginx	80:正常访问
dmp.meizu.com	14.152.75.16	80	nginx	80:(403) 已禁止
ess.meizu.com	14.29.68.189	80,443	nginx	80:正常访问
izt.meizu.com	47.93.84.73	-	端口未开放	端口未开放
mgc.meizu.com	121.14.201.252	80,443	nginx	80:正常访问
mms.meizu.com	121.14.201.210	80,443	nginx/1.2.5	80:正常访问
mie.meizu.com	47.107.216.41	80,443	nginx	80:正常访问
myj.meizu.com	47.95.65.202	80,443	nginx	80:正常访问
mos.meizu.com	203.107.32.146	80,443	openresty	80:正常访问
oaa.meizu.com	14.29.68.182	80,443	nginx	80:(403) 已禁止
mvn.meizu.com	172.16.10.213	-	端口未开放	端口未开放
mzs.meizu.com	120.77.75.191	443	nginx	443:正常访问
oms.meizu.com	119.23.119.206	80	MEIZU  Srv 1.0	80:正常访问
prc.meizu.com	119.23.172.111	80,443	nginx	80:(403) 已禁止
rtx.meizu.com	14.29.68.188	80,443	nginx	80:(403) 已禁止
sip.meizu.com	125.89.61.122	-	端口未开放	端口未开放
uac.meizu.com	14.29.68.187	80,443	nginx	80:正常访问
waf.meizu.com	121.14.201.204	80,443	nginx	80:正常访问
zsk.meizu.com	47.93.122.11	80,443	nginx	80:正常访问
agps.meizu.com	58.63.253.93	-	端口未开放	端口未开放
eouc.meizu.com	116.66.216.106	443	nginx	443:正常访问
expe.meizu.com	14.29.68.180	80,443	Apache	80:正常访问
ggtf.meizu.com	39.108.199.5	443	openresty	443:(403) 已禁止
inke.meizu.com	14.29.125.133	80,443	nginx	80:(404) 未找到
mdcs.meizu.com	14.29.68.189	80,443	nginx	80:正常访问
myj2.meizu.com	112.91.151.211	80,443	nginx	80:(403) 已禁止
ocsc.meizu.com	59.110.244.21	80,443	-	80:(405) 不允许的方法
roam.meizu.com	183.61.122.67	80,443	nginx	80:(403) 已禁止
scht.meizu.com	113.108.229.197	-	端口未开放	端口未开放
tvcc.meizu.com	14.152.75.16	80	nginx	80:(403) 已禁止
umap.meizu.com	14.152.75.15	80,443	nginx	80:正常访问
umid.meizu.com	127.0.0.1	-	端口未开放	端口未开放
uxip.meizu.com	127.1.1.1	-	端口未开放	端口未开放
woms.meizu.com	14.29.68.183	80,443	nginx	80:正常访问
wxas.meizu.com	183.61.122.122	443	获取失败	443:-
member.meizu.com	183.61.122.97	80,443	获取失败	80:-
bbs.meizu.com	120.77.88.205	80,443	获取失败	80:-
store.meizu.com	203.107.32.146	80,443	获取失败	80:-
login.meizu.com	14.152.75.182	80,443	获取失败	80:-
weixin.res.meizu.com	185.232.59.55	80,443	获取失败	80:-
designer.meizu.com	14.152.75.169	80,443	获取失败	80:-
push.meizu.com	183.61.122.93	80,443	获取失败	80:-
video.meizu.com	183.61.122.72	80	获取失败	80:-
